시간,일정,장소,세부 내용,담당자,필요 도우미 수,배정된 도우미
AM 12:00,단체사진 촬영,대강당,2025kysa 단체사진을 촬영할 예정으로 도우미들은 참가자분들이 정해진 모양처럼 설 수 있도록 돕는다.,촬영팀,40,-
AM 12:15,단체사진 촬영,대강당,2025kysa 단체사진을 촬영할 예정으로 도우미들은 참가자분들이 정해진 모양처럼 설 수 있도록 돕는다.,촬영팀,40,-
AM 12:30,단체사진 촬영,대강당,2025kysa 단체사진을 촬영할 예정으로 도우미들은 참가자분들이 정해진 모양처럼 설 수 있도록 돕는다.,촬영팀,40,-
AM 12:45,단체사진 촬영,대강당,2025kysa 단체사진을 촬영할 예정으로 도우미들은 참가자분들이 정해진 모양처럼 설 수 있도록 돕는다.,촬영팀,40,-
PM 4:00,"간단게임부스 
(사구동성)",야외 인조잔디 운동장,"태블릿, 피피티 세팅, 확성기 (1), 굿즈 상품",김태완,1,-
PM 4:15,"간단게임부스
(인물 퀴즈)",야외 인조잔디 운동장,"태블릿 혹은 인물 사진 종이, 확성기 (1), 굿즈 상품",김태완,1,-
PM 4:30,"간단게임부스
(속담/사자성어 챌린지)",야외 인조잔디 운동장,"속담/ 사자성어가 적힌 종이, 확성기 (1), 굿즈 상품",김태완,1,-
PM 4:45,"간단게임부스
(술래 사진 피하기)",야외 인조잔디 운동장,"안대, 확성기 (1), 굿즈 상품",김태완,1,-
PM 4:45,풍선터트리기,야외 인조잔디 운동장,"풍선 (600), 다트핀 (20), 풍선 펌프 (2), 양면테이프 (3), 우드락 (10), 상품용 인형 1 (30), 상품용 인형 2 (18), 상품용 인형 3 (24), 상품용 키링 (60)",안하은,3,-
PM 4:45,추억의 엿뽑기,야외 인조잔디 운동장,"엿뽑기 판 (1), 상품용 푸드트럭 쿠폰",김시현,2,-
PM 4:45,만들기 부스,야외 인조잔디 운동장,"비즈 (한글, 영어, 스마일, 다각형, 꽃, 하트), 끈, 키링(컬러, 일반), 가위",김성수,2,-
PM 4:45,보물찾기,야외 인조잔디 운동장,"보물 숨기기, 상품 세팅",김시현,2,-
PM 4:45,찾으라 부스,야외 인조잔디 운동장 옆 주차장,"빙고판, 펜 세팅",김한나,2,-
PM 4:45,운동장비 대여 부스,야외 인조잔디 운동장 옆 주차장,"대여공책 (5), 펜, 안내사항 종이, 운동기구 보관함 (2), 스펀지 프리즈비 (2), 일반 프리즈비 (2), 스파이크볼 (2), 럭비볼 (2), 캐치볼 (8)
테이블 (2), 의자 (2)",유지현,2,-
PM 4:45,운영 부스,야외 인조잔디 운동장 옆 주차장,"스탬프 쿠폰, 응모함, 안내판 세팅",승지열,2,-
PM 5:00,세계관 4층,방탈출 부스,"강의실 테이블, 의자 사용
무대 조명 (4), 크리스마스 트리 전구 (5), 급훈 액자 (1), 미니 손전등 (4), 시험지 보관 봉투 (1세트), 사무철 (1세트)",김한나,2,-
PM 5:00,버스킹 부스 설치,세계관 테라스,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
돗자리 (100)
바닥 조명 필요

경기장 중앙에서 진행
관객은 돗자리 깔고 바닥에서 관람",승지열,3,-
PM 5:15,세계관 3층,꽃 만들기 부스,"강의실 테이블 (12), 강의실 의자 (24), 꽃 만들기용 종이, 종이 테이프, 철사",안하은,2,-
PM 5:30,세계관 3층,사랑의 도서관 부스,"강의실 테이블 (6)  강의실 의자 (36), 사랑의 도서관 책, 펜",안하은,1,-
PM 5:45,세계관 1층 로비,연애편지 대행 서비스 부스,"테이블 (1), 의자 (1), 편지지, 봉투, 펜, 편지 보관함",김성수,2,-
PM 5:45,세계관 1층 로비,미래의 나에게 부스,"테이블 (1), 의자 (10), 편지지, 봉투, 펜, 서류 정리함",유지현,1,-
PM 5:45,세계관 1층 로비,영수증 사진기 부스,"작은 원형 테이블 (1), 의자 (3), 영수증 사진기",안하은,1,-
PM 5:45,세계관 1층 로비,리아호나 부스,"테이블 (1), 의자 (2)",관리본부,2,-
PM 5:45,태권도장,보드게임 부스,"강의실 테이블, 의자 사용, 보드게임",유지현,2,-
PM 6:00,세계관 주차장 통제 시작,세계관 주차장,19:00 푸드트럭 도착,유지현,2,-
PM 6:15,나나매점,세계관 주차장,"슬러시 기계 (4구), 테이블 (3), 의자 (2), 알전구 (1), 슬러시 시럽 (6), 컵, 빨대
슬러시 제조 시작",유지현,2,-
PM 6:15,푸드트럭 식사존,세계관 주차장,"테이블 (10), 의자 (40), 쓰레기 봉투 (4)",유지현,2,-
PM 6:30,푸드트럭 식사존,세계관 주차장,"테이블 (10), 의자 (40), 쓰레기 봉투 (4)",유지현,2,-
PM 6:45,푸드트럭 식사존,세계관 주차장,"테이블 (10), 의자 (40), 쓰레기 봉투 (4)",유지현,2,-
PM 7:00,푸드트럭 도착,세계관 주차장,도우미 대기줄 안내 교육,유지현,2,-
PM 7:15,도우미 교육,미정,도우미 교육,김시현,3,-
PM 7:30,도우미 교육,미정,도우미 교육,김시현,3,-
PM 7:45,도우미 교육,미정,도우미 교육,김시현,3,-
PM 8:00,비밀 카페..? 낭만 카페??,생활관 옥상,"음료 제조, 얼음컵 제조 시작 
컵, 빨대, 에이드 액상, 쓰레기 봉투 (4)",김해승,4,-
PM 8:15,비밀 카페..? 낭만 카페??,생활관 옥상,"음료 제조, 얼음컵 제조 시작 
컵, 빨대, 에이드 액상, 쓰레기 봉투 (4)",김해승,4,-
PM 8:30,비밀 카페..? 낭만 카페??,생활관 옥상,"음료 제조, 얼음컵 제조 시작 
컵, 빨대, 에이드 액상, 쓰레기 봉투 (4)",김해승,4,-
PM 8:45,비밀 카페..? 낭만 카페??,생활관 옥상,"음료 제조, 얼음컵 제조 시작 
컵, 빨대, 에이드 액상, 쓰레기 봉투 (4)",김해승,4,-
PM 9:00,아바타 데이트,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
PM 9:15,아바타 데이트,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
PM 9:30,아바타 데이트,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
PM 9:45,아바타 데이트,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
PM 10:00,아바타 데이트,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
PM 10:15,아바타 데이트,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
PM 10:30,뒷정리,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
PM 10:45,뒷정리,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
PM 11:00,뒷정리,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
PM 11:15,뒷정리,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
PM 11:30,뒷정리,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
PM 11:45,뒷정리,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
AM 12:00,뒷정리,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
AM 12:15,뒷정리,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
AM 12:30,뒷정리,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
AM 12:45,뒷정리,세계관 1층 대강당,"테이블 (1), 의자 (2)
마이크 (2), 줌 송출 장치 (핸드폰) (2)
수신 장치 (노트북) (2)
전화기 (2) 
이어폰 (2)
무대 조명 필요

관객석 의자는 찾아보쇼 배치 그대로! (정리 X)
진행은 무대에서",승지열,3,-
AM 7:30,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 7:45,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:00,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:30,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 8:45,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 9:00,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 9:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 9:30,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 9:45,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 10:00,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 10:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 10:30,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 10:45,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:00,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:15,아침 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",2,-
AM 11:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
AM 11:45,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 12:00,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 12:15,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 12:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 12:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 12:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 12:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 12:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 12:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 12:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 12:45,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 1:00,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 1:05,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 1:15,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 1:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 1:45,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:00,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:15,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 2:45,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 3:00,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 3:15,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 3:30,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 3:45,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 4:00,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 4:15,점심 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 4:30,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 4:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 4:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 4:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 4:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 4:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 4:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 4:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 4:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 5:00,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 5:00,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 5:15,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 5:30,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 5:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 5:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 5:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 5:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 5:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 6:00,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 6:15,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 6:15,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 6:30,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 6:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 7:00,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 7:15,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 7:30,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 7:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 8:00,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 8:15,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 8:30,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 8:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 9:00,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 9:15,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 9:30,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 9:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 10:00,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 10:15,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 10:30,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 10:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 11:00,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 11:15,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 11:30,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
PM 11:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
AM 12:00,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
AM 12:15,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
AM 12:30,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
AM 12:45,저녁 식사 안내,-,-,"최윤영

김채린
김성수
이용재
이희철
유지현",4,-
